08F_SOIL476_6_CY84	Hassallia cf. pseudoramosissima ACSSI 158 16S ribosomal RNA gene, partial sequence	KY283057	gi|1109498488|gb|KY283057.1|	99.887	888	888	0.0	1635
08F_SOIL476_6_CY84	Hassallia byssoidea KZ-2-2-3 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, partial sequence	MK211226	gi|1519336825|gb|MK211226.1|	99.775	888	888	0.0	1629
08F_SOIL476_6_CY84	Tolypothrix distorta Mon65 clone D 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence	MK478704	gi|1566180873|gb|MK478704.1|	99.775	888	888	0.0	1629
08F_SOIL476_6_CY84	Tolypothrix distorta Mon65 clone C 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence	MK478703	gi|1566180872|gb|MK478703.1|	99.775	888	888	0.0	1629
08F_SOIL476_6_CY84	Tolypothrix distorta CANT3 16S ribosomal RNA gene, partial sequence	MG641909	gi|1294175292|gb|MG641909.1|	99.775	888	888	0.0	1629
08F_SOIL476_6_CY84	Tolypothrix distorta CANT1 clone 2 16S ribosomal RNA gene, partial sequence	MG641908	gi|1294175291|gb|MG641908.1|	99.775	888	888	0.0	1629
08F_SOIL476_6_CY84	Tolypothrix distorta CANT1 clone 1 16S ribosomal RNA gene, partial sequence	MG641907	gi|1294175290|gb|MG641907.1|	99.775	888	888	0.0	1629
08F_SOIL476_6_CY84	Tolypothrix distorta CANT7 16S ribosomal RNA gene, partial sequence	MG641912	gi|1294175295|gb|MG641912.1|	99.662	888	888	0.0	1624
08F_SOIL476_6_CY84	Hassallia sp. Us-1-4 16S ribosomal RNA gene, partial sequence	MH688855	gi|1435360280|gb|MH688855.1|	99.662	888	888	0.0	1624
08F_SOIL476_6_CY84	Hassallia byssoidea KZ-7-1-5 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, partial sequence	MK211232	gi|1519336831|gb|MK211232.1|	99.550	888	888	0.0	1618
